transaction_id,Prod1,Prod2,Prod3
101551,A,G,I
101552,A,G,I
101553,A,F,H
101554,B,G,I
101555,C,E,H
101556,C,E,I
101557,C,F,I
101558,A,G,H
101559,B,G,H
101560,A,F,I
101561,A,G,I
101562,A,G,I
101563,B,F,I
101564,A,G,H
101565,A,F,H
101566,D,F,H
101567,B,G,I
101568,B,E,H
101569,A,E,H
101570,A,G,H
101571,A,E,I
101572,C,F,I
101573,D,E,I
101574,C,E,H
101575,D,G,H
101576,D,G,H
101577,D,F,H
101578,D,F,H
101579,A,E,H
101580,D,E,H
101581,B,E,I
101582,B,E,H
101583,C,G,I
101584,A,E,H
101585,D,E,I
101586,B,G,H
101587,A,E,H
101588,D,G,I
101589,C,G,I
101590,D,E,H
101591,A,F,I
101592,D,G,H
101593,C,G,I
101594,B,G,I
101595,D,G,H
101596,C,G,I
101597,D,E,I
101598,C,G,H
101599,C,G,I
101600,A,E,I
101601,C,E,H
101602,D,G,H
101603,D,E,I
101604,D,F,I
101605,D,F,I
101606,C,E,I
101607,B,F,I
101608,A,G,H
101609,D,E,H
101610,D,F,I
101611,A,F,I
101612,C,G,H
101613,A,E,I
101614,D,E,I
101615,C,G,H
101616,A,G,I
101617,C,F,I
101618,A,F,H
101619,A,G,I
101620,C,G,H
101621,A,G,H
101622,A,E,H
101623,B,F,I
101624,C,E,I
101625,B,F,H
101626,C,G,I
101627,B,G,H
101628,B,E,H
101629,C,G,I
101630,A,E,I
101631,B,E,I
101632,C,G,I
101633,B,F,H
101634,B,F,H
101635,B,F,H
101636,A,E,H
101637,C,G,H
101638,C,E,H
101639,B,F,H
101640,C,G,I
101641,D,G,H
101642,B,E,I
101643,B,E,I
101644,A,E,H
101645,C,G,I
101646,C,F,I
101647,D,G,H
101648,B,F,I
101649,C,F,H
101650,B,F,H
101651,B,E,H
101652,A,G,H
101653,D,G,I
101654,C,G,I
101655,C,G,H
101656,A,E,I
101657,A,E,H
101658,A,G,H
101659,A,E,H
101660,A,G,H
101661,B,E,H
101662,B,G,I
101663,D,E,H
101664,D,E,I
101665,D,F,I
101666,C,G,I
101667,D,G,I
101668,B,E,H
101669,A,F,H
101670,A,F,H
101671,B,G,I
101672,C,E,I
101673,A,F,I
101674,B,G,I
101675,A,F,H
101676,C,G,H
101677,D,E,I
101678,A,G,I
101679,A,F,I
101680,B,G,I
101681,C,F,I
101682,D,E,H
101683,D,G,I
101684,C,F,I
101685,D,F,I
101686,D,F,I
101687,C,F,I
101688,A,F,I
101689,B,E,H
101690,A,G,I
101691,C,F,I
101692,A,E,I
101693,B,E,H
101694,A,G,H
101695,B,F,I
101696,A,E,H
101697,C,G,H
101698,C,F,I
101699,D,E,I
101700,B,G,I
101701,D,G,I
101702,C,F,I
101703,A,G,I
101704,D,F,H
101705,A,G,H
101706,B,F,I
101707,B,E,I
101708,D,E,I
101709,B,F,H
101710,C,G,H
101711,B,G,H
101712,B,G,I
101713,C,G,I
101714,B,G,H
101715,D,G,I
101716,D,F,I
101717,B,F,I
101718,B,E,H
101719,D,F,I
101720,A,G,I
101721,A,F,H
101722,C,G,I
101723,D,G,I
101724,B,F,H
101725,D,F,H
101726,D,G,I
101727,B,E,I
101728,B,E,H
101729,B,F,H
101730,C,G,I
101731,C,F,H
101732,A,E,H
101733,C,E,I
101734,C,G,H
101735,B,G,I
101736,A,E,I
101737,D,E,I
101738,B,E,H
101739,A,E,H
101740,D,G,H
101741,C,E,H
101742,D,G,H
101743,C,F,H
101744,D,F,I
101745,A,E,I
101746,D,F,H
101747,C,F,H
101748,A,F,H
101749,D,F,H
101750,A,G,I
101751,D,E,I
101752,B,F,H
101753,B,E,I
101754,D,E,H
101755,A,F,I
101756,A,F,I
101757,A,E,I
101758,B,E,I
101759,C,E,I
101760,B,E,I
101761,C,F,I
101762,C,F,H
101763,D,F,H
101764,C,F,H
101765,B,F,H
101766,D,G,I
101767,D,F,H
101768,B,E,H
101769,A,G,H
101770,B,G,H
101771,C,G,H
101772,A,G,I
101773,D,F,H
101774,D,F,H
101775,B,F,H
101776,A,F,I
101777,D,F,H
101778,D,G,I
101779,C,F,H
101780,B,E,I
101781,A,F,I
101782,A,E,H
101783,C,F,I
101784,D,E,I
101785,A,F,I
101786,C,G,H
101787,B,G,I
101788,D,G,H
101789,A,G,H
101790,A,E,H
101791,D,E,I
101792,C,G,I
101793,B,G,H
101794,C,E,H
101795,A,F,H
101796,C,E,H
101797,D,E,I
101798,D,F,I
101799,D,F,I
101800,B,F,I
101801,B,E,I
101802,A,E,H
101803,C,F,H
101804,B,E,I
101805,B,F,I
101806,C,E,H
101807,B,G,I
101808,B,G,H
101809,C,F,H
101810,A,E,H
101811,A,F,I
101812,A,F,I
101813,D,E,I
101814,A,F,H
101815,B,F,I
101816,A,F,I
101817,B,F,H
101818,A,E,H
101819,D,G,H
101820,B,E,H
101821,A,F,H
101822,C,F,H
101823,C,F,I
101824,B,E,H
101825,A,F,I
101826,B,E,I
101827,C,G,I
101828,C,G,H
101829,B,G,I
101830,D,F,H
101831,C,G,H
101832,C,E,H
101833,C,F,I
101834,D,F,H
101835,D,E,I
101836,B,F,I
101837,C,G,H
101838,D,G,I
101839,C,E,I
101840,D,G,I
101841,A,F,H
101842,B,E,I
101843,A,G,I
101844,D,E,H
101845,A,F,H
101846,C,E,H
101847,D,F,H
101848,B,F,I
101849,C,G,H
101850,A,G,H
101851,C,F,H
101852,B,F,I
101853,C,E,I
101854,A,G,H
101855,D,F,H
101856,B,G,I
101857,C,E,H
101858,A,G,I
101859,A,G,I
101860,D,E,I
101861,C,G,H
101862,C,E,H
101863,C,G,I
101864,B,G,I
101865,A,G,I
101866,D,F,H
101867,B,G,I
101868,A,G,H
101869,C,F,I
101870,B,F,I
101871,A,F,H
101872,C,G,H
101873,A,F,H
101874,A,F,I
101875,D,F,I
101876,C,G,I
101877,C,F,I
101878,A,E,I
101879,A,F,H
101880,A,E,H
101881,C,G,I
101882,B,F,H
101883,C,G,I
101884,D,E,H
101885,C,F,I
101886,B,F,I
101887,D,E,H
101888,B,G,I
101889,B,G,H
101890,C,G,H
101891,B,F,I
101892,D,G,I
101893,A,F,I
101894,A,G,H
101895,B,F,I
101896,C,G,H
101897,A,E,H
101898,B,G,I
101899,C,F,H
101900,A,G,H
101901,C,G,I
101902,B,F,I
101903,A,G,I
101904,C,G,I
101905,C,F,H
101906,B,E,I
101907,D,F,I
101908,D,G,H
101909,C,F,I
101910,B,G,H
101911,A,F,I
101912,D,E,H
101913,B,E,H
101914,D,E,H
101915,D,F,H
101916,A,E,H
101917,C,G,H
101918,C,F,H
101919,D,G,H
101920,D,E,H
101921,D,G,I
101922,A,F,I
101923,C,F,I
101924,C,G,I
101925,D,E,H
101926,A,G,I
101927,D,E,I
101928,D,F,I
101929,A,G,H
101930,B,E,I
101931,B,E,H
101932,C,G,I
101933,C,F,I
101934,B,G,I
101935,A,F,H
101936,C,F,H
101937,B,F,H
101938,D,E,H
101939,A,F,I
101940,C,G,I
101941,A,E,H
101942,B,G,H
101943,D,F,H
101944,B,F,I
101945,C,G,H
101946,C,E,H
101947,C,F,H
101948,D,E,H
101949,C,G,I
101950,D,G,I
101951,C,F,H
101952,B,F,I
101953,A,F,H
101954,C,F,H
101955,D,E,I
101956,A,E,H
101957,B,F,I
101958,C,G,I
101959,D,G,H
101960,B,E,H
101961,B,F,H
101962,C,G,I
101963,C,E,I
101964,A,G,I
101965,D,F,I
101966,D,E,H
101967,A,G,H
101968,C,E,I
101969,A,G,I
101970,A,E,I
101971,C,E,H
101972,A,G,I
101973,C,G,I
101974,C,E,I
101975,A,F,I
101976,D,F,I
101977,D,F,I
101978,B,E,H
101979,A,F,H
101980,A,G,H
101981,C,E,H
101982,A,F,H
101983,B,E,I
101984,D,F,H
101985,A,F,I
101986,C,E,I
101987,C,F,H
101988,D,E,I
101989,C,G,I
101990,D,F,H
101991,A,F,H
101992,B,F,H
101993,A,E,I
101994,D,G,I
101995,B,G,H
101996,D,E,H
101997,A,G,I
101998,B,F,H
101999,B,E,I
102000,C,E,H
102001,B,G,H
102002,D,E,I
102003,C,F,I
102004,C,E,I
102005,D,F,I
102006,B,G,I
102007,D,E,H
102008,D,F,I
102009,D,G,H
102010,D,G,I
102011,C,F,I
102012,C,E,H
102013,B,E,I
102014,D,E,I
102015,A,G,H
102016,C,F,I
102017,D,G,I
102018,D,E,I
102019,A,E,I
102020,A,G,H
102021,A,G,H
102022,A,F,H
102023,D,G,H
102024,C,G,H
102025,B,E,H
102026,C,G,H
102027,B,F,I
102028,B,G,I
102029,C,E,I
102030,D,F,H
102031,C,E,H
102032,D,F,I
102033,A,E,I
102034,B,G,H
102035,D,E,I
102036,B,E,I
102037,B,F,H
102038,A,F,H
102039,D,E,H
102040,D,E,I
102041,C,F,I
102042,A,E,I
102043,D,E,H
102044,B,F,I
102045,B,F,H
102046,C,G,H
102047,C,E,I
102048,B,G,I
102049,D,F,H
102050,D,F,I
102051,B,F,I
102052,A,G,H
102053,C,G,I
102054,A,G,H
102055,D,E,I
102056,A,F,H
102057,C,G,H
102058,B,G,I
102059,B,E,H
102060,D,F,I
102061,D,G,H
102062,A,E,H
102063,C,E,I
102064,B,G,H
102065,D,E,I
102066,C,E,H
102067,C,G,H
102068,A,F,H
102069,C,E,H
102070,B,E,H
102071,D,F,H
102072,A,F,H
102073,B,E,H
102074,B,G,I
102075,A,G,H
102076,C,E,H
102077,C,G,I
102078,B,F,I
102079,D,F,I
102080,C,G,I
102081,A,F,I
102082,B,E,H
102083,A,G,I
102084,A,F,H
102085,B,G,H
102086,D,F,H
102087,B,G,H
102088,D,G,H
102089,C,F,I
102090,C,G,I
102091,C,F,I
102092,D,G,H
102093,C,F,H
102094,C,G,H
102095,A,E,H
102096,A,F,H
102097,C,E,H
102098,D,E,H
102099,A,G,H
102100,B,E,H
102101,D,F,I
102102,A,F,I
102103,C,G,I
102104,C,G,H
102105,B,F,H
102106,A,E,I
102107,D,G,I
102108,B,G,H
102109,C,E,H
102110,B,E,I
102111,A,F,I
102112,C,E,I
102113,B,F,I
102114,D,E,H
102115,A,G,I
102116,D,E,H
102117,A,G,H
102118,B,G,I
102119,D,G,H
102120,D,F,I
102121,B,G,I
102122,B,F,H
102123,D,F,I
102124,C,E,I
102125,A,E,H
102126,C,E,I
102127,D,F,H
102128,D,F,I
102129,D,F,H
102130,A,E,H
102131,A,G,I
102132,C,G,I
102133,C,F,H
102134,C,F,I
102135,B,G,H
102136,D,G,H
102137,D,F,I
102138,D,E,I
102139,B,F,I
102140,A,F,I
102141,A,G,I
102142,D,F,I
102143,C,F,I
102144,A,G,I
102145,A,E,I
102146,B,F,I
102147,A,E,I
102148,C,G,H
102149,D,G,I
102150,B,E,H
102151,B,E,I
102152,A,F,H
102153,A,G,I
102154,A,G,I
102155,D,E,H
102156,D,F,H
102157,D,E,H
102158,C,G,H
102159,D,F,H
102160,B,G,H
102161,B,E,I
102162,B,G,I
102163,D,F,H
102164,B,G,I
102165,C,G,I
102166,A,F,I
102167,C,E,H
102168,D,G,H
102169,B,F,H
102170,A,E,H
102171,C,E,H
102172,C,G,H
102173,A,G,H
102174,A,E,I
102175,D,G,I
102176,C,F,H
102177,C,F,H
102178,D,F,I
102179,B,F,H
102180,C,E,I
102181,C,F,H
102182,A,F,H
102183,D,F,H
102184,C,E,H
102185,D,E,I
102186,D,E,I
102187,C,G,H
102188,C,G,I
102189,D,E,I
102190,A,F,H
102191,C,F,H
102192,D,F,H
102193,C,G,I
102194,A,E,I
102195,B,G,I
102196,C,E,H
102197,C,G,I
102198,C,E,I
102199,D,E,I
102200,B,E,I
102201,B,F,H
102202,B,G,H
102203,B,E,I
102204,D,G,H
102205,C,F,I
102206,C,F,I
102207,A,G,H
102208,D,F,H
102209,C,F,H
102210,C,E,H
102211,B,G,H
102212,A,G,I
102213,A,E,I
102214,D,F,I
102215,B,F,H
102216,D,F,H
102217,C,G,I
102218,A,G,I
102219,A,E,H
102220,C,F,H
102221,C,F,H
102222,B,F,H
102223,A,G,H
102224,C,G,I
102225,B,E,I
102226,B,E,I
102227,C,G,I
102228,D,F,H
102229,B,E,I
102230,B,E,H
102231,D,F,H
102232,B,G,H
102233,B,E,H
102234,C,G,H
102235,B,F,I
102236,A,E,I
102237,C,G,I
102238,A,E,H
102239,B,E,H
102240,B,E,H
102241,B,F,I
102242,A,E,I
102243,B,E,I
102244,A,F,I
102245,C,E,I
102246,C,E,I
102247,A,E,I
102248,C,F,H
102249,C,F,I
102250,D,F,I
102251,D,E,H
102252,C,G,I
102253,A,G,H
102254,B,E,I
102255,A,G,I
102256,D,E,I
102257,A,E,I
102258,C,F,H
102259,C,E,I
102260,B,E,H
102261,D,G,I
102262,C,F,H
102263,B,G,I
102264,C,E,I
102265,A,G,I
102266,B,G,H
102267,D,G,H
102268,C,G,H
102269,A,F,I
102270,A,F,I
102271,A,F,I
102272,D,G,I
102273,D,E,I
102274,D,E,H
102275,D,E,H
102276,C,G,H
102277,B,G,H
102278,C,E,H
102279,B,F,H
102280,D,F,I
102281,D,E,I
102282,B,F,I
102283,C,F,I
102284,A,E,I
102285,D,E,I
102286,B,E,I
102287,D,E,I
102288,C,G,H
102289,D,F,I
102290,C,F,I
102291,C,F,I
102292,A,F,H
102293,C,F,H
102294,C,E,H
102295,C,F,I
102296,B,G,I
102297,C,E,I
102298,D,F,H
102299,A,G,I
102300,C,G,I
102301,A,F,H
102302,B,F,I
102303,B,G,I
102304,B,E,I
102305,B,G,I
102306,A,F,I
102307,B,E,I
102308,B,F,I
102309,A,G,H
102310,C,E,H
102311,D,E,I
102312,A,E,H
102313,C,G,I
102314,C,G,I
102315,B,F,I
102316,D,G,I
102317,B,F,I
102318,C,G,I
102319,B,G,H
102320,D,F,I
102321,A,F,H
102322,C,G,H
102323,D,E,H
102324,A,G,H
102325,D,F,H
102326,C,E,I
102327,D,F,H
102328,C,G,I
102329,A,E,I
102330,B,F,H
102331,A,E,I
102332,B,F,H
102333,C,G,I
102334,A,G,H
102335,D,G,H
102336,D,F,I
102337,B,F,H
102338,B,F,H
102339,A,F,I
102340,D,E,I
102341,C,F,I
102342,B,E,I
102343,C,G,H
102344,A,G,H
102345,D,E,I
102346,D,G,I
102347,C,F,H
102348,A,F,H
102349,C,E,H
102350,B,E,H
102351,A,F,H
102352,C,G,H
102353,C,G,H
102354,D,F,I
102355,D,G,H
102356,D,G,H
102357,A,F,H
102358,C,F,H
102359,B,E,H
102360,C,G,H
102361,B,F,I
102362,A,G,I
102363,C,E,H
102364,B,E,H
102365,B,G,I
102366,B,E,H
102367,A,E,I
102368,A,E,I
102369,B,G,I
102370,B,F,H
102371,C,G,I
102372,D,G,H
102373,A,F,H
102374,B,F,H
102375,D,F,I
102376,B,F,I
102377,C,G,I
102378,D,E,I
102379,A,G,I
102380,C,G,H
102381,B,F,I
102382,D,F,H
102383,C,F,I
102384,C,F,H
102385,B,G,I
102386,C,E,I
102387,D,F,H
102388,A,E,I
102389,C,G,H
102390,D,E,H
102391,D,G,I
102392,C,E,H
102393,C,F,H
102394,C,F,I
102395,D,F,I
102396,B,F,H
102397,A,E,H
102398,C,E,I
102399,A,G,H
102400,A,G,I
102401,C,F,H
102402,C,F,H
102403,C,F,I
102404,B,G,H
102405,C,G,I
102406,D,E,I
102407,D,G,I
102408,D,G,H
102409,D,G,H
102410,D,F,I
102411,A,F,H
102412,C,G,H
102413,A,G,H
102414,D,G,H
102415,A,F,H
102416,D,G,H
102417,B,E,I
102418,C,F,H
102419,B,F,I
102420,C,F,I
102421,B,E,H
102422,D,F,I
102423,A,G,H
102424,C,F,I
102425,C,F,H
102426,B,G,H
102427,B,G,I
102428,B,G,I
102429,B,F,H
102430,B,E,H
102431,D,E,H
102432,A,G,I
102433,A,E,I
102434,B,F,I
102435,D,F,H
102436,D,F,I
102437,A,G,I
102438,B,E,I
102439,A,E,I
102440,D,G,I
102441,C,E,H
102442,A,E,H
102443,A,F,H
102444,B,G,H
102445,A,G,H
102446,B,G,H
102447,D,G,H
102448,B,E,I
102449,B,G,H
102450,C,F,I
102451,D,F,H
102452,D,F,I
102453,B,F,H
102454,D,G,I
102455,B,F,I
102456,D,E,I
102457,C,E,H
102458,D,F,I
102459,A,F,I
102460,C,F,H
102461,B,F,H
102462,A,G,I
102463,B,E,I
102464,A,F,H
102465,D,G,H
102466,A,F,H
102467,C,G,I
102468,C,G,I
102469,C,E,H
102470,A,E,H
102471,C,E,I
102472,A,G,H
102473,C,G,H
102474,B,E,I
102475,B,G,H
102476,C,G,I
102477,B,E,H
102478,C,E,I
102479,B,F,I
102480,D,E,H
102481,C,F,H
102482,C,G,H
102483,A,E,I
102484,B,E,I
102485,B,G,I
102486,A,E,I
102487,D,G,H
102488,D,E,H
102489,D,E,I
102490,A,F,H
102491,A,E,I
102492,C,F,I
102493,A,E,H
102494,C,E,I
102495,D,F,I
102496,B,G,H
102497,D,F,I
102498,C,G,I
102499,D,E,I
102500,A,F,I
102501,A,E,H
102502,D,F,I
102503,B,G,H
102504,B,E,H
102505,D,E,H
102506,B,E,I
102507,C,F,H
102508,C,F,I
102509,C,E,I
102510,A,G,H
102511,A,F,I
102512,D,E,I
102513,A,F,H
102514,C,E,I
102515,B,G,I
102516,D,E,I
102517,C,G,I
102518,D,G,I
102519,B,F,H
102520,B,F,H
102521,A,G,H
102522,B,F,I
102523,B,E,H
102524,B,F,I
102525,A,E,I
102526,D,E,I
102527,C,E,I
102528,A,F,I
102529,A,E,I
102530,C,G,I
102531,B,F,I
102532,B,G,I
102533,C,F,I
102534,A,F,H
102535,C,E,I
102536,D,G,H
102537,D,G,I
102538,A,E,H
102539,A,E,I
102540,B,E,H
102541,A,E,H
102542,D,G,H
102543,A,E,H
102544,B,E,H
102545,D,F,I
102546,B,F,H
102547,C,F,H
102548,A,G,I
102549,B,G,I
102550,A,F,H
102551,B,F,I
102552,D,F,I
102553,B,G,I
102554,C,E,H
102555,A,E,H
102556,A,G,I
102557,D,F,H
102558,A,F,H
102559,B,G,H
102560,B,F,I
102561,A,E,I
102562,D,G,H
102563,A,F,H
102564,C,G,I
102565,D,E,I
102566,C,E,I
102567,C,G,I
102568,A,F,H
102569,A,E,I
102570,D,F,I
102571,C,F,H
102572,B,G,H
102573,B,F,I
102574,C,G,H
102575,A,F,H
102576,C,G,H
102577,A,E,H
102578,C,F,H
102579,D,F,I
102580,A,G,H
102581,B,G,H
102582,D,G,H
102583,A,G,I
102584,C,E,H
102585,A,E,I
102586,D,F,H
102587,A,E,H
102588,B,E,H
102589,D,E,H
102590,C,E,I
102591,D,G,I
102592,D,G,H
102593,D,G,H
102594,D,F,H
102595,A,G,I
102596,C,E,H
102597,A,F,I
102598,C,E,H
102599,B,E,I
102600,B,F,H
102601,A,E,H
102602,D,G,I
102603,A,G,I
102604,D,F,H
102605,D,E,I
102606,C,E,H
102607,A,F,H
102608,D,F,H
102609,C,E,I
102610,B,F,I
102611,A,F,H
102612,D,G,I
102613,B,E,H
102614,D,G,I
102615,C,F,H
102616,C,F,H
102617,B,G,H
102618,B,E,H
102619,B,G,I
102620,C,G,I
102621,C,F,I
102622,B,G,H
102623,A,E,H
102624,A,F,H
102625,A,F,I
102626,D,F,I
102627,C,G,H
102628,C,E,I
102629,C,F,H
102630,A,G,I
102631,B,F,H
102632,B,G,I
102633,C,E,H
102634,A,G,I
102635,A,E,I
102636,C,G,H
102637,C,E,I
102638,B,E,H
102639,D,E,H
102640,D,F,H
102641,A,F,I
102642,B,G,H
102643,D,F,H
102644,B,G,I
102645,D,F,I
102646,B,E,H
102647,C,E,I
102648,A,E,I
102649,B,G,H
102650,A,G,H
102651,C,F,H
102652,D,G,H
102653,B,G,I
102654,B,E,H
102655,B,G,I
102656,D,G,H
102657,C,F,H
102658,B,E,H
102659,A,G,H
102660,B,G,H
102661,C,E,I
102662,D,E,H
102663,B,F,I
102664,D,F,H
102665,D,F,I
102666,C,G,I
102667,B,E,I
102668,C,E,I
102669,C,E,H
102670,B,F,H
102671,C,G,I
102672,B,E,I
102673,D,G,I
102674,C,G,H
102675,A,E,H
102676,D,F,H
102677,B,E,I
102678,C,E,H
102679,D,E,H
102680,A,F,I
102681,D,F,H
102682,D,F,I
102683,C,E,H
102684,A,E,H
102685,A,G,H
102686,D,G,I
102687,D,F,H
102688,D,G,I
102689,D,F,H
102690,C,F,I
102691,D,F,H
102692,C,E,I
102693,D,F,H
102694,C,F,I
102695,B,G,I
102696,C,F,H
102697,C,F,H
102698,A,F,H
102699,D,G,I
102700,C,F,H
102701,D,F,I
102702,A,F,I
102703,C,E,I
102704,D,F,I
102705,C,F,H
102706,B,G,H
102707,C,G,I
102708,C,E,H
102709,D,G,H
102710,B,F,H
102711,B,E,H
102712,C,F,I
102713,D,E,I
102714,D,F,I
102715,C,E,H
102716,C,F,H
102717,C,F,I
102718,A,F,I
102719,A,E,H
102720,A,G,H
102721,B,E,H
102722,A,G,H
102723,A,E,H
102724,D,F,I
102725,C,G,I
102726,C,E,I
102727,D,G,H
102728,C,G,I
102729,D,F,H
102730,B,F,H
102731,A,F,H
102732,D,F,I
102733,C,G,H
102734,B,G,I
102735,D,G,I
102736,D,G,I
102737,C,G,I
102738,C,F,H
102739,A,G,H
102740,B,F,I
102741,C,G,H
102742,A,G,I
102743,C,F,H
102744,C,F,I
102745,D,G,I
102746,A,F,I
102747,D,E,H
102748,D,F,I
102749,D,E,I
102750,C,F,I
102751,A,E,I
102752,D,G,I
102753,C,E,H
102754,B,G,I
102755,B,F,H
102756,B,E,I
102757,A,E,H
102758,A,F,I
102759,D,G,I
102760,B,F,H
102761,C,F,H
102762,B,E,H
102763,D,F,H
102764,B,G,H
102765,D,G,H
102766,D,F,I
102767,B,G,H
102768,D,E,H
102769,C,G,H
102770,D,E,H
102771,B,G,H
102772,B,F,H
102773,A,F,I
102774,A,G,H
102775,D,G,H
102776,A,G,I
102777,B,F,H
102778,D,E,H
102779,A,G,H
102780,A,E,I
102781,B,E,H
102782,A,E,H
102783,C,E,H
102784,A,F,H
102785,D,E,I
102786,B,G,H
102787,D,G,H
102788,C,E,I
102789,C,F,I
102790,C,G,H
102791,D,F,I
102792,A,F,H
102793,C,G,I
102794,B,E,I
102795,A,E,I
102796,D,G,H
102797,A,E,H
102798,C,E,H
102799,A,G,H
102800,A,G,I
102801,B,G,H
102802,C,E,I
102803,B,F,I
102804,C,G,H
102805,A,E,H
102806,B,E,I
102807,A,E,I
102808,C,E,H
102809,B,G,I
102810,A,F,H
102811,C,G,I
102812,A,G,H
102813,B,G,I
102814,A,E,H
102815,D,F,I
102816,D,F,I
102817,A,E,H
102818,B,F,H
102819,A,E,I
102820,C,G,I
102821,B,E,H
102822,A,G,I
102823,B,F,I
102824,C,G,I
102825,B,E,H
102826,C,E,H
102827,D,F,H
102828,C,G,I
102829,B,E,I
102830,D,G,I
102831,D,F,I
102832,A,F,I
102833,A,E,I
102834,B,F,H
102835,C,E,I
102836,C,G,H
102837,B,E,H
102838,D,G,H
102839,A,G,I
102840,B,E,H
102841,C,G,H
102842,A,E,I
102843,A,F,I
102844,B,G,I
102845,A,F,H
102846,A,G,H
102847,C,F,I
102848,A,F,I
102849,D,E,I
102850,D,F,H
102851,B,G,H
102852,B,F,H
102853,C,F,I
102854,C,F,H
102855,C,G,I
102856,A,E,I
102857,D,E,I
102858,A,G,H
102859,A,E,H
102860,D,E,H
102861,D,G,I
102862,A,F,H
102863,C,G,H
102864,D,E,I
102865,A,F,H
102866,C,F,H
102867,B,F,H
102868,A,E,H
102869,B,E,H
102870,D,E,H
102871,B,E,H
102872,C,G,H
102873,A,G,I
102874,D,G,H
102875,B,G,I
102876,B,G,I
102877,D,E,H
102878,D,F,I
102879,B,E,I
102880,D,F,H
102881,B,G,I
102882,A,E,H
102883,C,E,H
102884,C,E,H
102885,B,G,I
102886,B,E,H
102887,A,G,I
102888,C,F,H
102889,D,F,I
102890,A,E,I
102891,B,F,H
102892,D,F,H
102893,C,G,H
102894,B,E,I
102895,A,G,I
102896,C,G,I
102897,A,G,H
102898,B,G,H
102899,D,E,I
102900,D,G,H
102901,C,G,I
102902,D,F,I
102903,C,G,H
102904,C,F,H
102905,C,F,I
102906,D,F,I
102907,B,E,H
102908,A,F,H
102909,A,E,H
102910,C,F,I
102911,D,F,H
102912,C,G,H
102913,C,E,I
102914,D,F,I
102915,B,F,I
102916,D,F,H
102917,B,F,H
102918,A,G,I
102919,D,E,I
102920,B,F,I
102921,B,G,I
102922,B,E,H
102923,D,E,H
102924,A,E,H
102925,D,E,I
102926,B,E,I
102927,C,F,I
102928,B,G,I
102929,D,F,H
102930,C,E,H
102931,B,G,H
102932,D,G,H
102933,A,E,I
102934,A,E,H
102935,C,G,H
102936,B,F,I
102937,B,G,H
102938,A,F,I
102939,C,E,H
102940,D,G,H
102941,D,E,H
102942,D,G,I
102943,A,G,H
102944,A,G,H
102945,D,F,H
102946,D,G,H
102947,D,G,H
102948,C,G,I
102949,B,F,I
102950,D,F,H
102951,C,E,I
102952,D,E,I
102953,D,G,I
102954,B,E,I
102955,D,G,H
102956,B,F,I
102957,A,G,H
102958,C,E,I
102959,C,G,H
102960,A,F,H
102961,A,F,H
102962,C,G,H
102963,B,G,H
102964,D,F,H
102965,A,E,I
102966,C,G,H
102967,A,E,H
102968,C,F,H
102969,C,G,H
102970,C,G,H
102971,D,F,I
102972,D,G,H
102973,A,E,I
102974,D,E,I
102975,B,G,H
102976,A,E,H
102977,D,G,H
102978,B,G,H
102979,C,G,H
102980,C,G,I
102981,D,F,I
102982,D,E,H
102983,C,E,I
102984,C,F,I
102985,C,F,H
102986,C,E,H
102987,C,F,H
102988,A,G,H
102989,B,E,H
102990,C,F,I
102991,A,F,H
102992,B,F,I
102993,A,F,I
102994,D,G,I
102995,D,G,I
102996,C,G,I
102997,C,F,H
102998,C,F,H
102999,B,G,I
103000,B,G,I
103001,C,F,I
103002,C,E,I
103003,C,F,I
103004,C,E,I
103005,D,E,H
103006,A,F,I
103007,B,F,H
103008,A,F,I
103009,D,E,H
103010,A,E,I
103011,D,E,H
103012,B,E,I
103013,A,F,I
103014,B,F,I
103015,B,G,H
103016,B,G,H
103017,B,G,H
103018,A,E,I
103019,A,F,H
103020,A,G,I
103021,B,G,I
103022,B,G,I
103023,D,G,H
103024,D,E,H
103025,C,E,I
103026,B,E,I
103027,B,G,H
103028,B,E,I
103029,B,G,I
103030,A,G,I
103031,C,G,H
103032,B,F,I
103033,C,F,H
103034,A,G,H
103035,D,G,H
103036,C,G,H
103037,D,F,H
103038,D,F,H
103039,A,F,H
103040,C,G,I
103041,A,F,H
103042,D,E,H
103043,D,G,H
103044,D,E,I
103045,B,F,I
103046,A,F,H
103047,A,F,H
103048,B,G,H
103049,B,F,H
103050,B,G,H
103051,B,E,I
103052,D,F,H
103053,B,F,I
103054,B,E,I
103055,C,G,I
103056,C,G,H
103057,B,E,I
103058,A,E,I
103059,D,G,I
103060,A,F,H
103061,A,F,I
103062,B,F,H
103063,B,F,H
103064,C,G,H
103065,C,E,H
103066,B,E,I
103067,B,F,I
103068,B,E,I
103069,A,F,I
103070,A,F,H
103071,D,G,H
103072,B,G,H
103073,B,G,H
103074,C,E,H
103075,D,E,H
103076,B,F,H
103077,D,E,H
103078,C,E,H
103079,D,F,I
103080,D,F,H
103081,B,F,H
103082,A,G,I
103083,B,G,I
103084,C,G,I
103085,A,G,H
103086,A,G,I
103087,A,G,I
103088,D,F,I
103089,D,E,H
103090,C,F,H
103091,C,G,H
103092,C,F,I
103093,C,E,H
103094,D,G,I
103095,D,G,H
103096,A,E,H
103097,A,G,H
103098,C,E,I
103099,C,F,I
103100,D,G,H
103101,B,F,H
103102,B,G,H
103103,D,E,I
