Policy Number,Age,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Gender Dummy,Married,Married Dummy,Vehicle Age,Vehicle Age Band,Fuel Type,Fuel Type Dummy,Losses,Count,Capped Losses
184719,31,26-59,11,2,F,0,Married,0,1,0-5,D,1,612,1,612
123467,29,26-59,12,2,F,0,Married,0,9,10-Jun,P,0,306,1,306
191861,20,16-25,2,2,M,1,Single,1,13,11+,D,1,619,1,619
175291,61,60+,43,2,F,0,Married,0,10,10-Jun,P,0,39,1,39
170823,30,26-59,10,2,F,0,Married,0,10,10-Jun,P,0,328,1,328
169783,33,26-59,13,2,F,0,Single,1,7,10-Jun,P,0,407,1,407
116259,20,16-25,1,2,F,0,Single,1,5,0-5,D,1,872,1,872
191263,32,26-59,15,2,F,0,Single,1,12,11+,P,0,257,1,257
160458,68,60+,49,2,F,0,Married,0,12,11+,P,0,175,1,175
128433,48,26-59,29,2,F,0,Married,0,14,11+,P,0,340,1,340
160128,20,16-25,1,2,F,0,Single,1,11,11+,D,1,731,1,731
143621,41,26-59,21,2,F,0,Single,1,7,10-Jun,P,0,451,1,451
128450,63,60+,46,2,F,0,Married,0,15,11+,P,0,202,1,202
183473,40,26-59,22,2,M,1,Married,0,7,10-Jun,P,0,392,1,392
197494,20,16-25,1,2,F,0,Married,0,13,11+,P,0,311,1,311
159999,29,26-59,12,2,M,1,Married,0,1,0-5,D,1,610,1,610
128961,60,60+,41,2,F,0,Married,0,8,10-Jun,P,0,188,1,188
174163,34,26-59,13,2,M,1,Single,1,1,0-5,D,1,770,1,770
151652,33,26-59,13,2,F,0,Single,1,8,10-Jun,P,0,471,1,471
187024,35,26-59,14,2,M,1,Married,0,11,11+,P,0,227,1,227
116861,20,16-25,2,2,F,0,Married,0,15,11+,P,0,426,1,426
167134,21,16-25,4,2,M,1,Single,1,3,0-5,D,1,1851,1,1200
186937,16,16-25,0,2,M,1,Single,1,11,11+,D,1,943,1,943
129872,18,16-25,0,2,M,1,Married,0,6,10-Jun,D,1,764,1,764
159850,63,60+,43,2,F,0,Married,0,7,10-Jun,P,0,266,1,266
144719,63,60+,42,2,F,0,Married,0,13,11+,P,0,22,1,22
134049,52,26-59,31,2,F,0,Married,0,8,10-Jun,P,0,314,1,314
177736,52,26-59,32,2,F,0,Married,0,3,0-5,P,0,468,1,468
122660,20,16-25,1,2,M,1,Married,0,13,11+,P,0,452,1,452
116606,63,60+,46,2,M,1,Married,0,11,11+,P,0,68,1,68
120405,25,16-25,7,2,M,1,Married,0,14,11+,P,0,129,1,129
175676,21,16-25,4,2,M,1,Single,1,7,10-Jun,D,1,1425,1,1200
148158,24,16-25,5,2,F,0,Married,0,6,10-Jun,D,1,502,1,502
125666,66,60+,46,2,M,1,Single,1,7,10-Jun,P,0,41,1,41
185346,20,16-25,1,2,M,1,Single,1,15,11+,D,1,546,1,546
198586,43,26-59,23,2,F,0,Married,0,1,0-5,P,0,485,1,485
143442,39,26-59,18,2,F,0,Single,1,13,11+,P,0,239,1,239
142617,67,60+,46,2,M,1,Married,0,1,0-5,P,0,426,1,426
197842,34,26-59,15,2,F,0,Married,0,8,10-Jun,P,0,332,1,332
183208,69,60+,52,2,F,0,Married,0,6,10-Jun,P,0,65,1,65
112263,21,16-25,2,2,F,0,Married,0,10,10-Jun,D,1,540,1,540
122503,25,16-25,8,2,M,1,Married,0,14,11+,P,0,379,1,379
156116,20,16-25,2,2,M,1,Single,1,11,11+,D,1,599,1,599
157223,62,60+,45,2,M,1,Married,0,13,11+,P,0,234,1,234
139191,22,16-25,3,2,M,1,Single,1,12,11+,D,1,810,1,810
165359,67,60+,46,2,M,1,Married,0,2,0-5,P,0,107,1,107
142628,60,60+,41,2,F,0,Single,1,7,10-Jun,P,0,38,1,38
118147,37,26-59,19,2,F,0,Single,1,9,10-Jun,P,0,421,1,421
171632,47,26-59,28,2,F,0,Married,0,5,0-5,D,1,511,1,511
194309,54,26-59,37,2,F,0,Married,0,6,10-Jun,P,0,339,1,339
108627,19,16-25,0,2,F,0,Single,1,15,11+,P,0,428,1,428
169100,34,26-59,15,2,F,0,Single,1,15,11+,P,0,352,1,352
172793,23,16-25,5,2,F,0,Single,1,13,11+,P,0,302,1,302
117356,23,16-25,5,2,M,1,Married,0,7,10-Jun,D,1,646,1,646
199624,25,16-25,6,2,M,1,Single,1,13,11+,P,0,379,1,379
143943,66,60+,49,2,F,0,Single,1,3,0-5,P,0,196,1,196
125398,64,60+,45,2,F,0,Single,1,3,0-5,P,0,406,1,406
148013,25,16-25,7,2,M,1,Married,0,15,11+,P,0,257,1,257
150727,45,26-59,26,2,M,1,Married,0,8,10-Jun,P,0,340,1,340
195449,67,60+,49,2,M,1,Married,0,9,10-Jun,P,0,42,1,42
151137,40,26-59,19,2,M,1,Married,0,0,0-5,D,1,566,1,566
122011,64,60+,44,2,M,1,Married,0,2,0-5,P,0,87,1,87
119755,18,16-25,1,2,F,0,Married,0,13,11+,P,0,191,1,191
137079,65,60+,47,2,F,0,Married,0,12,11+,P,0,149,1,149
197161,46,26-59,29,2,M,1,Single,1,10,10-Jun,P,0,400,1,400
128335,27,26-59,8,2,F,0,Single,1,1,0-5,D,1,547,1,547
103849,17,16-25,0,2,F,0,Married,0,15,11+,P,0,154,1,154
114641,23,16-25,5,2,M,1,Single,1,13,11+,D,1,864,1,864
153740,61,60+,40,2,M,1,Married,0,5,0-5,P,0,293,1,293
193787,31,26-59,11,2,F,0,Married,0,0,0-5,D,1,597,1,597
173341,25,16-25,8,2,F,0,Married,0,13,11+,P,0,309,1,309
113126,66,60+,46,2,F,0,Single,1,4,0-5,P,0,152,1,152
163467,70,60+,53,2,M,1,Single,1,1,0-5,P,0,298,1,298
103733,18,16-25,0,2,M,1,Single,1,11,11+,D,1,675,1,675
147617,28,26-59,8,2,F,0,Single,1,9,10-Jun,P,0,445,1,445
144062,63,60+,46,2,F,0,Single,1,14,11+,P,0,234,1,234
116091,38,26-59,19,2,M,1,Single,1,11,11+,P,0,216,1,216
191176,53,26-59,35,2,F,0,Single,1,4,0-5,D,1,743,1,743
131562,18,16-25,0,2,F,0,Married,0,8,10-Jun,P,0,423,1,423
111729,22,16-25,3,2,M,1,Single,1,2,0-5,D,1,1058,1,1058
171379,64,60+,47,2,M,1,Married,0,2,0-5,D,1,548,1,548
157978,60,60+,39,2,F,0,Married,0,14,11+,P,0,28,1,28
166509,70,60+,53,2,F,0,Married,0,7,10-Jun,P,0,67,1,67
161951,69,60+,49,2,F,0,Single,1,3,0-5,P,0,175,1,175
124752,66,60+,46,2,F,0,Single,1,3,0-5,D,1,602,1,602
100374,34,26-59,13,2,M,1,Single,1,11,11+,P,0,410,1,410
102641,25,16-25,6,2,M,1,Single,1,8,10-Jun,D,1,848,1,848
173162,35,26-59,17,2,F,0,Single,1,6,10-Jun,P,0,411,1,411
109596,35,26-59,18,2,M,1,Married,0,14,11+,P,0,143,1,143
127446,25,16-25,7,2,F,0,Married,0,7,10-Jun,P,0,284,1,284
157451,23,16-25,5,2,F,0,Single,1,15,11+,P,0,310,1,310
177309,35,26-59,16,2,F,0,Married,0,5,0-5,D,1,509,1,509
100882,40,26-59,22,2,F,0,Single,1,0,0-5,D,1,693,1,693
106720,61,60+,40,2,M,1,Married,0,6,10-Jun,P,0,244,1,244
172261,48,26-59,30,2,F,0,Married,0,0,0-5,D,1,591,1,591
173527,17,16-25,0,2,F,0,Single,1,12,11+,P,0,330,1,330
137580,17,16-25,0,2,F,0,Married,0,12,11+,P,0,142,1,142
113960,43,26-59,22,2,M,1,Single,1,10,10-Jun,P,0,474,1,474
114243,36,26-59,16,2,F,0,Single,1,3,0-5,D,1,799,1,799
113505,30,26-59,11,2,M,1,Single,1,0,0-5,D,1,632,1,632
102360,33,26-59,16,2,F,0,Married,0,11,11+,P,0,257,1,257
113268,16,16-25,0,2,F,0,Married,0,13,11+,P,0,303,1,303
125870,47,26-59,30,2,M,1,Married,0,1,0-5,P,0,496,1,496
129230,36,26-59,16,2,F,0,Single,1,12,11+,P,0,296,1,296
135721,57,26-59,40,2,M,1,Married,0,6,10-Jun,P,0,405,1,405
100931,17,16-25,0,2,M,1,Married,0,1,0-5,D,1,994,1,994
189931,39,26-59,21,2,M,1,Married,0,15,11+,P,0,373,1,373
196919,46,26-59,26,2,M,1,Single,1,13,11+,P,0,305,1,305
150901,65,60+,44,2,F,0,Married,0,7,10-Jun,P,0,173,1,173
159645,68,60+,48,2,M,1,Single,1,7,10-Jun,P,0,322,1,322
108802,66,60+,46,2,F,0,Married,0,7,10-Jun,P,0,279,1,279
111581,70,60+,50,2,F,0,Single,1,13,11+,P,0,69,1,69
194528,38,26-59,19,2,F,0,Married,0,12,11+,P,0,125,1,125
168685,63,60+,42,2,M,1,Married,0,1,0-5,P,0,83,1,83
108149,62,60+,45,2,M,1,Married,0,10,10-Jun,P,0,134,1,134
158776,17,16-25,0,2,F,0,Married,0,6,10-Jun,P,0,428,1,428
193472,19,16-25,2,2,F,0,Married,0,7,10-Jun,P,0,314,1,314
168998,65,60+,46,2,M,1,Married,0,8,10-Jun,P,0,318,1,318
112903,19,16-25,2,2,F,0,Married,0,14,11+,P,0,258,1,258
153859,36,26-59,15,2,F,0,Married,0,7,10-Jun,P,0,284,1,284
193780,49,26-59,32,2,F,0,Single,1,1,0-5,D,1,653,1,653
168587,21,16-25,4,2,M,1,Single,1,15,11+,D,1,620,1,620
178941,18,16-25,0,2,F,0,Married,0,14,11+,P,0,214,1,214
190826,52,26-59,31,2,M,1,Single,1,9,10-Jun,P,0,457,1,457
172102,52,26-59,34,2,F,0,Married,0,7,10-Jun,P,0,332,1,332
196562,18,16-25,0,2,F,0,Married,0,10,10-Jun,P,0,312,1,312
190862,48,26-59,29,2,F,0,Single,1,11,11+,P,0,159,1,159
138565,19,16-25,2,2,F,0,Married,0,12,11+,P,0,190,1,190
149570,58,26-59,39,2,F,0,Single,1,10,10-Jun,P,0,426,1,426
131254,28,26-59,10,2,M,1,Married,0,10,10-Jun,P,0,354,1,354
145489,62,60+,41,2,M,1,Single,1,13,11+,P,0,100,1,100
131261,70,60+,52,2,F,0,Married,0,10,10-Jun,P,0,117,1,117
104122,66,60+,47,2,M,1,Married,0,14,11+,P,0,182,1,182
119219,61,60+,42,2,M,1,Single,1,0,0-5,P,0,87,1,87
122759,18,16-25,0,2,M,1,Married,0,10,10-Jun,D,1,587,1,587
174916,27,26-59,9,2,M,1,Married,0,12,11+,P,0,417,1,417
170880,42,26-59,23,2,M,1,Married,0,8,10-Jun,P,0,321,1,321
191858,67,60+,49,2,M,1,Single,1,9,10-Jun,P,0,54,1,54
181519,46,26-59,26,2,M,1,Single,1,3,0-5,D,1,693,1,693
163648,28,26-59,11,2,F,0,Married,0,5,0-5,P,0,408,1,408
128728,25,16-25,6,2,M,1,Single,1,3,0-5,D,1,1096,1,1096
108674,25,16-25,8,2,F,0,Married,0,14,11+,P,0,280,1,280
199223,34,26-59,13,2,F,0,Married,0,14,11+,P,0,111,1,111
112682,20,16-25,3,2,M,1,Single,1,9,10-Jun,D,1,1078,1,1078
125855,17,16-25,0,2,F,0,Married,0,9,10-Jun,P,0,430,1,430
124520,61,60+,43,2,F,0,Single,1,13,11+,P,0,121,1,121
151767,30,26-59,9,2,F,0,Single,1,15,11+,P,0,125,1,125
192933,47,26-59,27,2,M,1,Married,0,5,0-5,D,1,711,1,711
142663,16,16-25,0,2,M,1,Married,0,11,11+,D,1,701,1,701
178927,51,26-59,34,2,M,1,Single,1,1,0-5,D,1,728,1,728
181524,50,26-59,29,2,F,0,Married,0,1,0-5,D,1,579,1,579
190843,25,16-25,8,2,F,0,Single,1,7,10-Jun,D,1,806,1,806
163506,65,60+,48,2,M,1,Single,1,13,11+,P,0,286,1,286
118254,64,60+,45,2,F,0,Single,1,1,0-5,P,0,83,1,83
170336,16,16-25,0,2,M,1,Married,0,12,11+,D,1,605,1,605
162466,61,60+,42,2,F,0,Married,0,7,10-Jun,P,0,199,1,199
122862,28,26-59,7,2,M,1,Single,1,11,11+,P,0,184,1,184
149178,69,60+,50,2,F,0,Married,0,11,11+,P,0,45,1,45
141331,36,26-59,15,2,M,1,Single,1,3,0-5,D,1,938,1,938
182141,37,26-59,20,2,M,1,Married,0,3,0-5,D,1,620,1,620
198363,57,26-59,36,2,F,0,Single,1,8,10-Jun,P,0,433,1,433
180713,64,60+,46,2,F,0,Married,0,13,11+,P,0,28,1,28
100302,25,16-25,8,2,F,0,Married,0,13,11+,P,0,244,1,244
138060,20,16-25,1,2,M,1,Married,0,15,11+,P,0,233,1,233
153165,17,16-25,0,2,F,0,Single,1,13,11+,D,1,604,1,604
132989,18,16-25,0,2,F,0,Married,0,12,11+,P,0,161,1,161
191789,49,26-59,30,2,M,1,Married,0,6,10-Jun,P,0,324,1,324
199618,33,26-59,15,2,F,0,Married,0,8,10-Jun,P,0,288,1,288
150460,25,16-25,7,2,F,0,Single,1,12,11+,P,0,314,1,314
169715,28,26-59,8,2,M,1,Married,0,3,0-5,D,1,724,1,724
135468,29,26-59,9,2,M,1,Single,1,10,10-Jun,D,1,519,1,519
131762,61,60+,41,2,M,1,Single,1,0,0-5,P,0,465,1,465
179702,69,60+,51,2,F,0,Single,1,7,10-Jun,P,0,38,1,38
192264,43,26-59,24,2,F,0,Married,0,15,11+,P,0,253,1,253
105179,69,60+,49,2,M,1,Married,0,9,10-Jun,P,0,271,1,271
149463,42,26-59,25,2,M,1,Single,1,8,10-Jun,P,0,442,1,442
170703,70,60+,52,2,F,0,Married,0,1,0-5,P,0,94,1,94
139807,24,16-25,5,2,M,1,Single,1,12,11+,D,1,1397,1,1200
175464,56,26-59,38,2,F,0,Single,1,8,10-Jun,P,0,431,1,431
159002,67,60+,46,2,M,1,Single,1,5,0-5,P,0,88,1,88
144173,66,60+,46,2,F,0,Single,1,6,10-Jun,P,0,147,1,147
168957,56,26-59,38,2,F,0,Married,0,1,0-5,P,0,334,1,334
155636,63,60+,45,2,F,0,Single,1,6,10-Jun,P,0,171,1,171
126528,42,26-59,23,2,F,0,Married,0,10,10-Jun,P,0,354,1,354
164601,31,26-59,12,2,F,0,Married,0,4,0-5,D,1,534,1,534
170632,35,26-59,14,2,F,0,Single,1,10,10-Jun,P,0,384,1,384
131438,68,60+,47,2,F,0,Single,1,6,10-Jun,P,0,320,1,320
123109,19,16-25,0,2,F,0,Married,0,13,11+,P,0,319,1,319
193048,24,16-25,5,2,F,0,Single,1,12,11+,P,0,427,1,427
124111,70,60+,49,2,M,1,Single,1,13,11+,P,0,50,1,50
155351,39,26-59,19,2,M,1,Married,0,11,11+,P,0,264,1,264
181487,58,26-59,40,2,F,0,Married,0,14,11+,P,0,292,1,292
178821,16,16-25,0,2,F,0,Single,1,13,11+,P,0,452,1,452
120482,66,60+,49,2,M,1,Single,1,8,10-Jun,P,0,174,1,174
136133,53,26-59,33,2,M,1,Married,0,1,0-5,P,0,410,1,410
165278,63,60+,43,2,F,0,Married,0,7,10-Jun,P,0,118,1,118
101497,55,26-59,34,2,F,0,Married,0,1,0-5,D,1,574,1,574
103195,25,16-25,7,2,F,0,Married,0,7,10-Jun,P,0,346,1,346
128342,32,26-59,12,2,M,1,Single,1,2,0-5,D,1,784,1,784
153895,58,26-59,37,2,F,0,Married,0,2,0-5,P,0,406,1,406
107904,62,60+,43,2,F,0,Single,1,5,0-5,P,0,286,1,286
103986,20,16-25,2,2,F,0,Single,1,14,11+,D,1,763,1,763
173859,40,26-59,20,2,F,0,Single,1,9,10-Jun,P,0,487,1,487
142404,18,16-25,0,2,F,0,Single,1,8,10-Jun,D,1,878,1,878
122378,62,60+,42,2,M,1,Single,1,7,10-Jun,P,0,313,1,313
105386,38,26-59,19,2,F,0,Single,1,14,11+,P,0,244,1,244
104057,24,16-25,5,2,M,1,Married,0,14,11+,P,0,322,1,322
166546,66,60+,47,2,F,0,Married,0,1,0-5,P,0,387,1,387
140516,67,60+,50,2,M,1,Single,1,9,10-Jun,P,0,190,1,190
122888,24,16-25,7,2,F,0,Married,0,1,0-5,P,0,357,1,357
192971,32,26-59,14,2,F,0,Married,0,12,11+,P,0,319,1,319
157541,19,16-25,1,2,F,0,Married,0,12,11+,P,0,267,1,267
120756,60,60+,43,2,F,0,Single,1,3,0-5,P,0,197,1,197
161227,62,60+,43,2,F,0,Single,1,10,10-Jun,P,0,75,1,75
176820,57,26-59,40,2,M,1,Married,0,12,11+,P,0,355,1,355
100949,37,26-59,16,2,M,1,Single,1,4,0-5,D,1,800,1,800
146690,64,60+,44,2,M,1,Single,1,5,0-5,D,1,560,1,560
116916,63,60+,45,2,F,0,Married,0,6,10-Jun,P,0,226,1,226
123546,22,16-25,3,2,F,0,Single,1,15,11+,P,0,356,1,356
100312,31,26-59,14,2,M,1,Married,0,13,11+,P,0,250,1,250
133031,67,60+,49,2,F,0,Single,1,5,0-5,P,0,331,1,331
119381,60,60+,43,2,F,0,Married,0,9,10-Jun,P,0,265,1,265
112090,22,16-25,4,2,F,0,Married,0,14,11+,P,0,248,1,248
163838,35,26-59,18,2,M,1,Single,1,9,10-Jun,D,1,511,1,511
110684,65,60+,48,2,F,0,Married,0,2,0-5,P,0,323,1,323
114500,52,26-59,35,2,M,1,Single,1,4,0-5,D,1,924,1,924
125780,67,60+,48,2,M,1,Married,0,7,10-Jun,P,0,34,1,34
147093,17,16-25,0,2,M,1,Single,1,12,11+,D,1,722,1,722
163118,42,26-59,23,2,M,1,Single,1,5,0-5,D,1,1017,1,1017
133731,44,26-59,27,2,M,1,Single,1,0,0-5,D,1,976,1,976
106565,23,16-25,4,2,M,1,Single,1,12,11+,P,0,483,1,483
115163,30,26-59,13,2,M,1,Married,0,9,10-Jun,P,0,386,1,386
147620,34,26-59,16,2,F,0,Single,1,9,10-Jun,P,0,364,1,364
188061,55,26-59,34,2,F,0,Married,0,15,11+,P,0,247,1,247
146859,54,26-59,35,2,F,0,Single,1,14,11+,P,0,350,1,350
140199,47,26-59,28,2,F,0,Married,0,12,11+,P,0,193,1,193
135704,31,26-59,13,2,F,0,Single,1,7,10-Jun,P,0,380,1,380
139980,66,60+,47,2,F,0,Married,0,7,10-Jun,P,0,82,1,82
142532,32,26-59,13,2,F,0,Single,1,9,10-Jun,P,0,457,1,457
195252,60,60+,40,2,M,1,Single,1,1,0-5,P,0,57,1,57
196862,18,16-25,1,2,F,0,Married,0,2,0-5,P,0,398,1,398
101366,20,16-25,2,2,M,1,Single,1,4,0-5,D,1,1209,1,1200
118063,25,16-25,7,2,M,1,Married,0,3,0-5,D,1,949,1,949
111388,65,60+,46,2,M,1,Single,1,11,11+,P,0,30,1,30
168301,22,16-25,5,2,M,1,Single,1,8,10-Jun,D,1,648,1,648
187062,54,26-59,33,2,M,1,Single,1,3,0-5,D,1,803,1,803
148869,62,60+,45,2,F,0,Married,0,7,10-Jun,P,0,81,1,81
169709,67,60+,50,2,F,0,Single,1,15,11+,P,0,257,1,257
160806,18,16-25,1,2,M,1,Single,1,1,0-5,D,1,1284,1,1200
146939,34,26-59,13,2,M,1,Married,0,9,10-Jun,P,0,341,1,341
142316,56,26-59,37,2,F,0,Married,0,8,10-Jun,P,0,319,1,319
130372,16,16-25,0,2,M,1,Married,0,0,0-5,D,1,1225,1,1200
135988,42,26-59,21,2,F,0,Single,1,6,10-Jun,P,0,421,1,421
109052,70,60+,51,2,F,0,Married,0,11,11+,P,0,263,1,263
110799,30,26-59,9,2,F,0,Married,0,15,11+,P,0,229,1,229
133785,46,26-59,28,2,M,1,Single,1,8,10-Jun,P,0,406,1,406
119015,45,26-59,24,2,F,0,Married,0,6,10-Jun,P,0,303,1,303
128963,18,16-25,0,2,F,0,Single,1,12,11+,D,1,532,1,532
133002,69,60+,50,2,M,1,Married,0,3,0-5,D,1,678,1,678
164400,65,60+,48,2,M,1,Married,0,12,11+,P,0,137,1,137
142350,18,16-25,0,2,F,0,Married,0,12,11+,P,0,289,1,289
139785,20,16-25,3,2,M,1,Single,1,3,0-5,D,1,1151,1,1151
141599,56,26-59,35,2,F,0,Single,1,5,0-5,D,1,717,1,717
110225,55,26-59,38,2,M,1,Married,0,12,11+,P,0,311,1,311
162164,58,26-59,38,2,M,1,Single,1,2,0-5,D,1,907,1,907
127971,63,60+,43,2,F,0,Married,0,7,10-Jun,P,0,213,1,213
114557,42,26-59,23,2,F,0,Married,0,6,10-Jun,P,0,346,1,346
113141,38,26-59,18,2,F,0,Married,0,7,10-Jun,P,0,315,1,315
181157,18,16-25,1,2,F,0,Married,0,14,11+,P,0,178,1,178
100944,58,26-59,38,2,F,0,Married,0,5,0-5,D,1,525,1,525
104505,69,60+,52,2,F,0,Single,1,9,10-Jun,P,0,353,1,353
191483,61,60+,42,2,F,0,Single,1,0,0-5,P,0,227,1,227
156743,50,26-59,30,2,F,0,Married,0,0,0-5,P,0,401,1,401
125622,22,16-25,3,2,M,1,Single,1,13,11+,D,1,689,1,689
149733,16,16-25,0,2,M,1,Married,0,11,11+,P,0,160,1,160
173094,63,60+,42,2,M,1,Married,0,10,10-Jun,P,0,49,1,49
117645,63,60+,46,2,M,1,Married,0,14,11+,P,0,59,1,59
170338,16,16-25,0,2,F,0,Married,0,13,11+,D,1,501,1,501
125603,37,26-59,16,2,M,1,Single,1,15,11+,P,0,218,1,218
158970,54,26-59,33,2,M,1,Single,1,1,0-5,D,1,892,1,892
102501,29,26-59,9,2,F,0,Single,1,5,0-5,D,1,529,1,529
173290,68,60+,50,2,M,1,Single,1,10,10-Jun,P,0,45,1,45
134863,37,26-59,17,2,M,1,Single,1,9,10-Jun,D,1,515,1,515
131913,61,60+,42,2,F,0,Married,0,3,0-5,D,1,624,1,624
190332,49,26-59,31,2,F,0,Single,1,0,0-5,D,1,591,1,591
162956,24,16-25,5,2,F,0,Single,1,15,11+,P,0,488,1,488
131980,41,26-59,23,2,F,0,Single,1,1,0-5,D,1,652,1,652
188018,68,60+,51,2,F,0,Single,1,2,0-5,P,0,141,1,141
157510,66,60+,48,2,F,0,Single,1,5,0-5,D,1,572,1,572
199355,47,26-59,30,2,M,1,Single,1,12,11+,P,0,435,1,435
120708,60,60+,41,2,F,0,Single,1,1,0-5,P,0,108,1,108
102067,40,26-59,23,2,F,0,Single,1,6,10-Jun,P,0,456,1,456
182800,28,26-59,9,2,M,1,Single,1,6,10-Jun,D,1,510,1,510
183974,67,60+,48,2,M,1,Married,0,13,11+,P,0,37,1,37
129144,33,26-59,14,2,M,1,Married,0,6,10-Jun,P,0,354,1,354
172421,21,16-25,3,2,M,1,Married,0,2,0-5,D,1,808,1,808
125801,20,16-25,3,2,F,0,Single,1,12,11+,D,1,545,1,545
158979,22,16-25,3,2,M,1,Single,1,7,10-Jun,D,1,834,1,834
120095,59,26-59,40,2,F,0,Single,1,8,10-Jun,P,0,416,1,416
131066,40,26-59,20,2,F,0,Married,0,0,0-5,P,0,494,1,494
156361,61,60+,42,2,F,0,Married,0,1,0-5,P,0,217,1,217
190277,19,16-25,1,2,M,1,Married,0,9,10-Jun,D,1,623,1,623
189955,24,16-25,5,2,M,1,Single,1,14,11+,D,1,724,1,724
102630,23,16-25,4,2,M,1,Married,0,7,10-Jun,D,1,706,1,706
112580,49,26-59,30,2,M,1,Single,1,3,0-5,D,1,717,1,717
123585,70,60+,53,2,M,1,Married,0,0,0-5,D,1,550,1,550
139150,39,26-59,20,2,F,0,Married,0,2,0-5,D,1,647,1,647
133406,46,26-59,29,2,M,1,Married,0,6,10-Jun,P,0,382,1,382
199788,64,60+,46,2,F,0,Married,0,10,10-Jun,P,0,248,1,248
150903,39,26-59,20,2,F,0,Single,1,14,11+,P,0,367,1,367
171346,17,16-25,0,2,F,0,Single,1,5,0-5,D,1,671,1,671
175648,68,60+,49,2,M,1,Married,0,12,11+,P,0,114,1,114
190408,70,60+,52,2,M,1,Married,0,15,11+,P,0,215,1,215
132511,45,26-59,26,2,F,0,Married,0,6,10-Jun,P,0,311,1,311
128542,57,26-59,38,2,F,0,Married,0,10,10-Jun,P,0,276,1,276
129101,32,26-59,11,2,F,0,Single,1,10,10-Jun,P,0,382,1,382
190853,23,16-25,4,2,M,1,Single,1,11,11+,D,1,1195,1,1195
128751,43,26-59,23,2,F,0,Married,0,10,10-Jun,P,0,337,1,337
161738,60,60+,39,2,M,1,Single,1,13,11+,P,0,28,1,28
106914,40,26-59,21,2,F,0,Married,0,7,10-Jun,P,0,320,1,320
186085,69,60+,49,2,F,0,Married,0,4,0-5,P,0,189,1,189
173703,70,60+,53,2,F,0,Single,1,5,0-5,P,0,412,1,412
162786,24,16-25,6,2,M,1,Married,0,7,10-Jun,P,0,432,1,432
117501,16,16-25,0,2,M,1,Single,1,14,11+,D,1,710,1,710
162070,37,26-59,17,2,F,0,Single,1,7,10-Jun,P,0,432,1,432
123806,45,26-59,26,2,F,0,Married,0,10,10-Jun,P,0,328,1,328
100960,43,26-59,25,2,M,1,Married,0,2,0-5,P,0,400,1,400
175330,29,26-59,10,2,F,0,Single,1,13,11+,P,0,297,1,297
109402,33,26-59,13,2,F,0,Single,1,0,0-5,D,1,708,1,708
123564,16,16-25,0,2,M,1,Married,0,11,11+,D,1,535,1,535
117196,37,26-59,16,2,F,0,Married,0,8,10-Jun,P,0,335,1,335
167652,63,60+,46,2,F,0,Married,0,14,11+,P,0,107,1,107
174219,62,60+,45,2,M,1,Single,1,1,0-5,P,0,274,1,274
119002,23,16-25,5,2,M,1,Married,0,13,11+,P,0,385,1,385
152242,37,26-59,20,2,F,0,Single,1,6,10-Jun,P,0,432,1,432
102985,68,60+,50,2,M,1,Married,0,12,11+,P,0,31,1,31
198862,68,60+,47,2,M,1,Married,0,15,11+,P,0,116,1,116
171928,50,26-59,30,2,M,1,Single,1,2,0-5,D,1,750,1,750
175813,29,26-59,11,2,F,0,Single,1,5,0-5,D,1,556,1,556
119111,41,26-59,21,2,F,0,Married,0,7,10-Jun,P,0,307,1,307
137132,25,16-25,7,2,F,0,Single,1,12,11+,P,0,197,1,197
136983,66,60+,47,2,F,0,Married,0,10,10-Jun,P,0,120,1,120
180327,64,60+,46,2,M,1,Single,1,2,0-5,D,1,655,1,655
155311,50,26-59,31,2,F,0,Single,1,12,11+,P,0,148,1,148
105788,48,26-59,30,2,F,0,Married,0,13,11+,P,0,237,1,237
127656,54,26-59,37,2,M,1,Married,0,7,10-Jun,P,0,372,1,372
180832,23,16-25,6,2,F,0,Single,1,7,10-Jun,D,1,701,1,701
128804,34,26-59,14,2,F,0,Single,1,8,10-Jun,P,0,370,1,370
173764,21,16-25,3,2,M,1,Single,1,11,11+,D,1,632,1,632
141248,22,16-25,5,2,F,0,Married,0,8,10-Jun,P,0,493,1,493
133665,32,26-59,11,2,M,1,Married,0,14,11+,P,0,379,1,379
140934,23,16-25,4,2,F,0,Married,0,13,11+,P,0,274,1,274
160285,49,26-59,30,2,M,1,Married,0,1,0-5,P,0,377,1,377
154125,26,26-59,6,2,F,0,Married,0,15,11+,P,0,178,1,178
160194,25,16-25,8,2,M,1,Single,1,14,11+,D,1,683,1,683
114082,41,26-59,20,2,M,1,Single,1,13,11+,P,0,434,1,434
136781,44,26-59,24,2,F,0,Married,0,7,10-Jun,P,0,332,1,332
157139,64,60+,45,2,M,1,Married,0,14,11+,P,0,80,1,80
117488,68,60+,49,2,F,0,Single,1,12,11+,P,0,19,1,19
138516,41,26-59,21,2,F,0,Married,0,1,0-5,D,1,555,1,555
139013,50,26-59,29,2,F,0,Married,0,6,10-Jun,P,0,329,1,329
153318,70,60+,51,2,F,0,Single,1,10,10-Jun,P,0,288,1,288
148468,33,26-59,13,2,M,1,Married,0,8,10-Jun,P,0,353,1,353
169722,61,60+,43,2,M,1,Single,1,7,10-Jun,P,0,161,1,161
